Using GATK jar /home/victor/Project/WES/CNA/.snakemake/conda/9116e72b66383614e9dc71d399632f64_/share/gatk4-4.4.0.0-0/gatk-package-4.4.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -Xmx819M -jar /home/victor/Project/WES/CNA/.snakemake/conda/9116e72b66383614e9dc71d399632f64_/share/gatk4-4.4.0.0-0/gatk-package-4.4.0.0-local.jar CollectAllelicCounts -I results/prepared/P1.N.cram -L results/called/preprocessed.interval_list -R /home/victor/DataHub/GATK/Homo_sapiens_assembly38.fasta --tmp-dir /tmp/tmp0iiyh870 --output results/called/P1.N.counts.tsv
09:00:55.583 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/victor/Project/WES/CNA/.snakemake/conda/9116e72b66383614e9dc71d399632f64_/share/gatk4-4.4.0.0-0/gatk-package-4.4.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630026-6630026 has an unknown base call (value: N). Skipping...
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630027-6630027 has an unknown base call (value: N). Skipping...
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630028-6630028 has an unknown base call (value: N). Skipping...
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630029-6630029 has an unknown base call (value: N). Skipping...
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630030-6630030 has an unknown base call (value: N). Skipping...
09:01:01.307 WARN  AllelicCountCollector - The reference position at chr21:6630031-6630031 has an unknown base call (value: N). Skipping...
09:01:01.308 WARN  AllelicCountCollector - The reference position at chr21:6630032-6630032 has an unknown base call (value: N). Skipping...
09:01:01.308 WARN  AllelicCountCollector - The reference position at chr21:6630033-6630033 has an unknown base call (value: N). Skipping...
09:01:01.310 WARN  AllelicCountCollector - The reference position at chr21:6630034-6630034 has an unknown base call (value: N). Skipping...
09:01:01.311 WARN  AllelicCountCollector - The reference position at chr21:6630035-6630035 has an unknown base call (value: N). Skipping...
09:01:01.311 WARN  AllelicCountCollector - The reference position at chr21:6630036-6630036 has an unknown base call (value: N). Skipping...
09:01:01.321 WARN  AllelicCountCollector - The reference position at chr21:6630037-6630037 has an unknown base call (value: N). Skipping...
09:01:01.322 WARN  AllelicCountCollector - The reference position at chr21:6630038-6630038 has an unknown base call (value: N). Skipping...
09:01:01.322 WARN  AllelicCountCollector - The reference position at chr21:6630039-6630039 has an unknown base call (value: N). Skipping...
09:01:01.322 WARN  AllelicCountCollector - The reference position at chr21:6630040-6630040 has an unknown base call (value: N). Skipping...
09:01:01.322 WARN  AllelicCountCollector - The reference position at chr21:6630041-6630041 has an unknown base call (value: N). Skipping...
09:01:01.322 WARN  AllelicCountCollector - The reference position at chr21:6630042-6630042 has an unknown base call (value: N). Skipping...
09:01:01.323 WARN  AllelicCountCollector - The reference position at chr21:6630043-6630043 has an unknown base call (value: N). Skipping...
09:01:01.323 WARN  AllelicCountCollector - The reference position at chr21:6630044-6630044 has an unknown base call (value: N). Skipping...
09:01:01.324 WARN  AllelicCountCollector - The reference position at chr21:6630045-6630045 has an unknown base call (value: N). Skipping...
09:01:01.324 WARN  AllelicCountCollector - The reference position at chr21:6630046-6630046 has an unknown base call (value: N). Skipping...
09:01:01.324 WARN  AllelicCountCollector - The reference position at chr21:6630047-6630047 has an unknown base call (value: N). Skipping...
09:01:01.324 WARN  AllelicCountCollector - The reference position at chr21:6630048-6630048 has an unknown base call (value: N). Skipping...
09:01:01.325 WARN  AllelicCountCollector - The reference position at chr21:6630049-6630049 has an unknown base call (value: N). Skipping...
09:01:01.325 WARN  AllelicCountCollector - The reference position at chr21:6630050-6630050 has an unknown base call (value: N). Skipping...
09:01:01.325 WARN  AllelicCountCollector - The reference position at chr21:6630051-6630051 has an unknown base call (value: N). Skipping...
09:01:01.325 WARN  AllelicCountCollector - The reference position at chr21:6630052-6630052 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630053-6630053 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630054-6630054 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630055-6630055 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630056-6630056 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630057-6630057 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630058-6630058 has an unknown base call (value: N). Skipping...
09:01:01.326 WARN  AllelicCountCollector - The reference position at chr21:6630059-6630059 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630060-6630060 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630061-6630061 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630062-6630062 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630063-6630063 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630064-6630064 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630065-6630065 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630066-6630066 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630067-6630067 has an unknown base call (value: N). Skipping...
09:01:01.327 WARN  AllelicCountCollector - The reference position at chr21:6630068-6630068 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630069-6630069 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630070-6630070 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630071-6630071 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630072-6630072 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630073-6630073 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630074-6630074 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630075-6630075 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630076-6630076 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630077-6630077 has an unknown base call (value: N). Skipping...
09:01:01.328 WARN  AllelicCountCollector - The reference position at chr21:6630078-6630078 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630079-6630079 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630080-6630080 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630081-6630081 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630082-6630082 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630083-6630083 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630084-6630084 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630085-6630085 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630086-6630086 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630087-6630087 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630088-6630088 has an unknown base call (value: N). Skipping...
09:01:01.329 WARN  AllelicCountCollector - The reference position at chr21:6630089-6630089 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630090-6630090 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630091-6630091 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630092-6630092 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630093-6630093 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630094-6630094 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630095-6630095 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630096-6630096 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630097-6630097 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630098-6630098 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630099-6630099 has an unknown base call (value: N). Skipping...
09:01:01.330 WARN  AllelicCountCollector - The reference position at chr21:6630100-6630100 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630101-6630101 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630102-6630102 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630103-6630103 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630104-6630104 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630105-6630105 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630106-6630106 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630107-6630107 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630108-6630108 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630109-6630109 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630110-6630110 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630111-6630111 has an unknown base call (value: N). Skipping...
09:01:01.331 WARN  AllelicCountCollector - The reference position at chr21:6630112-6630112 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630113-6630113 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630114-6630114 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630115-6630115 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630116-6630116 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630117-6630117 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630118-6630118 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630119-6630119 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630120-6630120 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630121-6630121 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630122-6630122 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630123-6630123 has an unknown base call (value: N). Skipping...
09:01:01.332 WARN  AllelicCountCollector - The reference position at chr21:6630124-6630124 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630125-6630125 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630126-6630126 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630127-6630127 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630128-6630128 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630129-6630129 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630130-6630130 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630131-6630131 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630132-6630132 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630133-6630133 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630134-6630134 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630135-6630135 has an unknown base call (value: N). Skipping...
09:01:01.333 WARN  AllelicCountCollector - The reference position at chr21:6630136-6630136 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630137-6630137 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630138-6630138 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630139-6630139 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630140-6630140 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630141-6630141 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630142-6630142 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630143-6630143 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630144-6630144 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630145-6630145 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630146-6630146 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630147-6630147 has an unknown base call (value: N). Skipping...
09:01:01.334 WARN  AllelicCountCollector - The reference position at chr21:6630148-6630148 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630149-6630149 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630150-6630150 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630151-6630151 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630152-6630152 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630153-6630153 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630154-6630154 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630155-6630155 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630156-6630156 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630157-6630157 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630158-6630158 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630159-6630159 has an unknown base call (value: N). Skipping...
09:01:01.335 WARN  AllelicCountCollector - The reference position at chr21:6630160-6630160 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630161-6630161 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630162-6630162 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630163-6630163 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630164-6630164 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630165-6630165 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630166-6630166 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630167-6630167 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630168-6630168 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630169-6630169 has an unknown base call (value: N). Skipping...
09:01:01.336 WARN  AllelicCountCollector - The reference position at chr21:6630170-6630170 has an unknown base call (value: N). Skipping...
09:01:01.337 WARN  AllelicCountCollector - The reference position at chr21:6630171-6630171 has an unknown base call (value: N). Skipping...
09:01:01.337 WARN  AllelicCountCollector - The reference position at chr21:6630172-6630172 has an unknown base call (value: N). Skipping...
09:01:01.337 WARN  AllelicCountCollector - The reference position at chr21:6630173-6630173 has an unknown base call (value: N). Skipping...
09:01:01.337 WARN  AllelicCountCollector - The reference position at chr21:6630174-6630174 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630175-6630175 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630176-6630176 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630177-6630177 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630178-6630178 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630179-6630179 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630180-6630180 has an unknown base call (value: N). Skipping...
09:01:01.338 WARN  AllelicCountCollector - The reference position at chr21:6630181-6630181 has an unknown base call (value: N). Skipping...
09:01:08.125 INFO  ProgressMeter -       chr21:34668928              0.2               2058000       12334432.1
09:01:18.066 INFO  CollectAllelicCounts - 0 read(s) filtered by: WellformedReadFilter 
0 read(s) filtered by: MappedReadFilter 
0 read(s) filtered by: NonZeroReferenceLengthAlignmentReadFilter 
0 read(s) filtered by: NotDuplicateReadFilter 
37627 read(s) filtered by: MappingQualityReadFilter 
37627 total reads filtered out of 199731 reads processed
09:01:18.067 INFO  ProgressMeter -        chrY:56855345              0.3               4084393       12278964.8
09:01:18.067 INFO  ProgressMeter - Traversal complete. Processed 4084393 total loci in 0.3 minutes.
09:01:18.068 INFO  CollectAllelicCounts - Writing allelic counts to /home/victor/Project/WES/CNA/results/called/P1.N.counts.tsv...
09:02:04.516 INFO  CollectAllelicCounts - CollectAllelicCounts complete.
09:02:04.516 INFO  CollectAllelicCounts - Shutting down engine
[June 3, 2023 at 9:02:04 AM CST] org.broadinstitute.hellbender.tools.copynumber.CollectAllelicCounts done. Elapsed time: 1.15 minutes.
Runtime.totalMemory()=834666496
